theta,mean_relative_force,stddev_relative_force,median_relative_force,lower_25_relative_force,upper_75_relative_forcemean_time_mus,stddev_time_ns,median_time_ns,lower_25_time_ns,upper_75_time_ns
2.655,0.777079,1.08086,0.467544,0.22408,0.891442,367.075,406.809,114,105,403
2.658,0.776248,1.08069,0.467544,0.22408,0.891407,360.769,370.841,115,105,401
2.661,0.777754,1.08097,0.468425,0.22408,0.893245,388.845,985.028,114,105,400
2.664,0.77901,1.08134,0.468425,0.22408,0.893245,375.662,730.789,114,105,399
2.667,0.788335,1.12627,0.468491,0.224109,0.899014,373.886,772.478,114,105,398
2.67,0.789329,1.12618,0.468682,0.224109,0.901464,352.34,364.1,114,105,399
2.673,0.791047,1.12695,0.472551,0.224109,0.907344,378.328,1010.54,114,105,398
2.676,0.793947,1.12888,0.472551,0.224109,0.909411,347.606,358.891,114,105,398
2.679,0.791531,1.12279,0.472551,0.224109,0.915981,346.414,357.033,114,105,398
2.682,0.792733,1.12347,0.472551,0.224223,0.915981,344.811,355.019,114,105,398
2.685,0.796739,1.13045,0.472551,0.224223,0.915981,343.006,353.933,114,105,397
2.688,0.795533,1.12923,0.472551,0.224223,0.915981,343.13,353.617,114,105,398
2.691,0.796498,1.13088,0.472551,0.224223,0.915981,341.963,349.872,114,105,398
2.694,0.797823,1.13283,0.472551,0.224223,0.915981,341.695,351.114,114,105,398
2.697,0.797823,1.13283,0.472551,0.224223,0.915981,343.969,362.46,114,105,398
2.7,0.797633,1.13266,0.472551,0.224223,0.915981,340.044,349.206,114,105,398
2.703,0.798948,1.13387,0.472551,0.224223,0.915981,338.753,346.985,114,105,397
2.706,0.803039,1.14075,0.476607,0.22518,0.915981,336.187,343.031,114,105,398
2.709,0.801536,1.1075,0.476607,0.22518,0.918907,333.05,338.307,114,105,397
2.712,0.802855,1.10893,0.476607,0.22518,0.918907,331.871,336.132,114,105,397
2.715,0.803871,1.10921,0.476607,0.22518,0.921631,339.295,434.456,114,105,397
2.718,0.805576,1.10984,0.476791,0.225853,0.921631,336.421,383.835,114,105,397
2.721,0.806426,1.10979,0.477105,0.225853,0.92449,329.312,334.71,114,105,397
2.724,0.806939,1.10976,0.477105,0.225853,0.929591,328.451,333.431,114,105,397
2.727,0.807186,1.10971,0.478052,0.225853,0.929591,328.135,333.923,114,105,397
2.73,0.81178,1.11943,0.478052,0.226176,0.929591,331.886,390.297,114,105,397
2.733,0.813129,1.11977,0.481221,0.226176,0.930122,323.445,328.627,114,105,397
2.736,0.815316,1.1217,0.481632,0.226176,0.931337,321.559,325.413,114,105,397
2.739,0.81661,1.12302,0.481632,0.226176,0.931873,319.541,323.178,114,105,397
2.742,0.820734,1.12625,0.482142,0.226176,0.938124,315.875,317.43,114,105,396
2.745,0.822862,1.12755,0.483547,0.226176,0.938124,313.869,315.718,114,105,396
2.748,0.823203,1.12736,0.483547,0.227432,0.938124,313.188,315.05,114,105,397
2.751,0.82338,1.12727,0.483547,0.22765,0.938124,312.348,314.735,114,105,396
2.754,0.82338,1.12727,0.483547,0.22765,0.938124,312.395,314.826,114,105,396
2.757,0.823825,1.12747,0.483547,0.22765,0.938124,323.893,411.107,114,105,396
2.76,0.825356,1.12996,0.483547,0.22765,0.938124,349.91,1268.87,114,105,396
2.763,0.825928,1.12994,0.483547,0.22765,0.947367,310.765,312.575,114,105,396
2.766,0.826124,1.12983,0.482183,0.2289,0.947367,309.79,310.732,114,105,397
2.769,0.826124,1.12983,0.482183,0.2289,0.947367,318.595,430.717,114,105,396
2.772,0.826026,1.12984,0.482183,0.2289,0.947367,309.338,309.067,114,105,396
2.775,0.826464,1.12973,0.483547,0.2289,0.947367,308.557,307.964,114,105,396
2.778,0.825464,1.13002,0.482183,0.22765,0.938124,344.78,1265.75,114,105,396
2.781,0.829832,1.13707,0.483547,0.22765,0.947367,307.046,300.991,114,105,396
2.784,0.829832,1.13707,0.483547,0.22765,0.947367,305.043,297.089,114,105,396
2.787,0.83035,1.13684,0.483669,0.2289,0.947367,303.991,296.295,114,105,396
2.79,0.83035,1.13684,0.483669,0.2289,0.947367,303.933,295.973,114,105,396
2.793,0.830869,1.13669,0.484018,0.2289,0.947367,303.431,294.738,114,105,396
2.796,0.832332,1.13726,0.484018,0.2289,0.949361,302.833,293.667,114,105,396
2.799,0.832332,1.13726,0.484018,0.2289,0.949361,302.633,293.664,114,105,396
2.802,0.832329,1.13726,0.484018,0.2289,0.949361,304.873,304.065,114,105,396
2.805,0.832312,1.13727,0.484018,0.2289,0.949361,302.561,292.203,114,105,396
2.808,0.834816,1.13731,0.488088,0.229657,0.953172,300.371,291.323,114,105,396
2.811,0.837581,1.14118,0.488088,0.229657,0.953172,298.654,290.328,114,105,396
2.814,0.837581,1.14118,0.488088,0.229657,0.953172,305.304,344.904,114,105,396
2.817,0.837885,1.14103,0.488088,0.229773,0.953172,298.156,290.307,114,105,395
2.82,0.839399,1.14255,0.488088,0.229773,0.953172,297.128,289.55,114,105,396
2.823,0.840725,1.14406,0.489053,0.229773,0.953172,296.624,289.628,114,105,395
2.826,0.842186,1.14419,0.489053,0.229773,0.955438,295.711,289.321,114,105,395
2.829,0.842485,1.14424,0.489053,0.229773,0.956722,295.577,289.165,114,105,395
2.832,0.842789,1.14409,0.489053,0.229773,0.956722,294.582,288.792,114,105,395
2.835,0.842789,1.14409,0.489053,0.229773,0.956722,294.456,288.115,114,105,396
2.838,0.843453,1.14398,0.489505,0.229773,0.961412,293.896,288.048,114,105,395
2.841,0.843453,1.14398,0.489505,0.229773,0.961412,293.686,287.641,114,105,395
2.844,0.847083,1.14907,0.489505,0.229773,0.964811,292.382,287.746,114,105,395
2.847,0.847356,1.1493,0.489505,0.229773,0.964811,291.883,287.122,114,105,395
2.85,0.849949,1.15184,0.489985,0.229773,0.970662,289.909,285.355,114,105,394
2.853,0.849949,1.15184,0.489985,0.229773,0.970662,289.674,285.165,114,105,395
2.856,0.850204,1.15195,0.489985,0.229773,0.970662,289.74,285.521,114,105,395
2.859,0.852824,1.15276,0.492038,0.229773,0.976578,288.374,283.377,114,105,395
2.862,0.852824,1.15276,0.492038,0.229773,0.976578,339.455,1243.9,114,105,395
2.865,0.852824,1.15276,0.492038,0.229773,0.976578,288.217,283.346,114,105,395
2.868,0.853546,1.15329,0.492038,0.229773,0.976578,288.237,282.869,114,105,395
2.871,0.853804,1.1532,0.492567,0.229773,0.976578,322.716,1135.02,114,105,395
2.874,0.853814,1.15319,0.492567,0.229773,0.976578,362.956,1741.11,114,105,395
2.877,0.857142,1.15821,0.492567,0.229773,0.980915,330.631,1444.54,114,105,394
2.88,0.857994,1.15816,0.494685,0.229773,0.983815,285.384,277.819,114,105,394
2.883,0.859112,1.15806,0.494878,0.229773,0.98471,284.106,276.384,114,105,395
2.886,0.859732,1.15803,0.495138,0.229773,0.98471,300.488,634.739,114,105,394
2.889,0.860878,1.15784,0.496972,0.231172,0.991294,282.194,276.025,114,105,394
2.892,0.862801,1.1583,0.497712,0.231172,0.992967,279.904,273.964,114,105,394
2.895,0.866686,1.16293,0.50015,0.231172,0.994539,280.018,277.037,114,105,394
2.898,0.867312,1.16346,0.50015,0.231172,0.99479,276.915,268.496,114,105,393
2.901,0.867312,1.16346,0.50015,0.231172,0.99479,276.539,268.193,114,105,393
2.904,0.867312,1.16346,0.50015,0.231172,0.99479,312.793,1176.41,114,105,393
2.907,0.867312,1.16346,0.50015,0.231172,0.99479,284.454,336.855,114,105,394
2.91,0.868553,1.1639,0.50015,0.231172,0.997679,317.764,1343.44,114,105,393
2.913,0.868553,1.1639,0.50015,0.231172,0.997679,276.55,267.826,114,105,394
2.916,0.869883,1.16572,0.50015,0.231172,0.997679,275.45,266.613,114,105,393
2.919,0.869883,1.16572,0.50015,0.231172,0.997679,275.444,266.659,114,105,394
2.922,0.870109,1.1657,0.50015,0.231172,0.997679,275.331,267.034,114,105,393
2.925,0.871607,1.16674,0.50015,0.231172,1.00287,275.064,266.91,114,105,392
2.928,0.871619,1.16673,0.50015,0.231172,1.00287,314.293,1303.96,114,105,393
2.931,0.874511,1.16983,0.50015,0.231172,1.00287,271.745,262.434,114,105,383
2.934,0.874511,1.16983,0.50015,0.231172,1.00287,271.595,261.866,114,105,381
2.937,0.875209,1.16981,0.502084,0.231172,1.00491,279.807,382.127,113,105,382
2.94,0.875209,1.16981,0.502084,0.231172,1.00491,272.405,263.046,114,105,386
2.943,0.875209,1.16981,0.502084,0.231172,1.00491,271.468,262.327,114,105,369
2.946,0.876005,1.16988,0.502084,0.231172,1.0079,309.237,1243.85,114,105,369
2.949,0.877266,1.17008,0.502581,0.231172,1.01246,270.268,261.277,114,105,369
2.952,0.878217,1.17031,0.502581,0.231172,1.01779,271.1,263.097,114,105,369
2.955,0.878217,1.17031,0.502581,0.231172,1.01779,270.498,261.617,114,105,369
2.958,0.878529,1.17014,0.502581,0.231512,1.01779,269.551,259.907,114,105,369
2.961,0.878529,1.17014,0.502581,0.231512,1.01779,307.605,1256.17,114,105,369
2.964,0.878529,1.17014,0.502581,0.231512,1.01779,269.498,260.112,114,105,368
2.967,0.878529,1.17014,0.502581,0.231512,1.01779,269.453,260.168,114,105,369
2.97,0.875992,1.16534,0.502581,0.231512,1.02629,267.115,253.011,114,105,369
2.973,0.879364,1.16839,0.502581,0.232627,1.02679,266.247,251.52,114,105,369
2.976,0.879727,1.1689,0.502581,0.232627,1.02679,282.719,603.803,114,105,368
2.979,0.880032,1.16875,0.502581,0.234968,1.02679,282.782,624.342,113,105,368
2.982,0.882047,1.17048,0.502581,0.234968,1.0324,264.277,250.524,114,105,368
2.985,0.882266,1.17061,0.502581,0.234968,1.0324,264.104,249.821,114,105,368
2.988,0.883407,1.17183,0.502581,0.234968,1.0324,265.544,257.468,114,105,368
2.991,0.884756,1.17232,0.502581,0.234968,1.03467,262.757,249.059,114,105,368
2.994,0.884756,1.17232,0.502581,0.234968,1.03467,262.433,248.413,114,105,368
2.997,0.886471,1.17408,0.504269,0.235761,1.03467,261.673,246.582,114,105,368
3,0.887471,1.17409,0.504954,0.235761,1.03624,261.133,246.185,113,105,368
